,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Place Info,Retweets,Favorites,Language,Source,Tweet Text_cln,Subjectivity,Polarity
186,"RT @Puiyo168789: New Drop Collection “NARYAK”
31 Item and 1 Rare
Available on opensea Price 0.02 Eth only
https://t.co/FyciOkjBIA

@opensea…",2021-09-19 20:28:27,1439687854670565379,ThaweesakBoonh1,,16,0,en,Twitter for Android,": New Drop Collection “NARYAK”
31 Item and 1 Rare
Available on opensea Price 0.02 Eth only


…",0.6886363636363636,0.2090909090909091
187,WAIFU FIGHTING SIMULATOR - VTUBER POKEMON RANDOMIZER RACE https://t.co/8cvLCe9eXB,2021-09-19 20:28:26,1439687851227205632,MillyDusa,at your local library,0,0,en,Streamlabs Twitter,WAIFU FIGHTING SIMULATOR - VTUBER POKEMON RANDOMIZER RACE ,0.0,0.0
188,@Laz38716492 @thompson_buddy @monsterhunter @MegaMan I like pokemon games but they are nowhere near anything playable on a PS4.,2021-09-19 20:28:22,1439687834776915969,LoneVoncroy,,0,0,en,Twitter for Android, _buddy   I like pokemon games but they are nowhere near anything playable on a PS4.,0.4,0.1
189,RT @HolaMoniMoni: Ok I'm ready for  Pokemon pin&amp;pon. November wait for me ;__; https://t.co/BO6s0hSccj,2021-09-19 20:28:19,1439687823347441667,bestwish_,마토야의 공방,459,0,en,Twitter for iPhone,: Ok I'm ready for  Pokemon pin&amp;pon. November wait for me ;__; ,0.5,0.35
190,RT @henryvargasart: Oshawott 🐚 Pokemon GO Community Day https://t.co/odHEPPVZIe,2021-09-19 20:28:18,1439687817257488389,TheBeaCritic,,387,0,en,Twitter Web App,: Oshawott 🐚 Pokemon GO Community Day ,0.0,0.0
191,"LIVE!
Pokémon Card Opening and talking about the #VALORANTMasters final!

https://t.co/tEKIbeTd2u
https://t.co/tEKIbeTd2u
https://t.co/tEKIbeTd2u",2021-09-19 20:28:18,1439687816351522819,pdreamingttv,,0,0,en,Twitter Web App,"LIVE!
Pokémon Card Opening and talking about the VALORANTMasters final!



",0.75,0.08522727272727272
192,"@LukyraLab Sparky :Let me just get my camping stuff fellow Pokemon.
* Sparky goes gets it *
Spark :So everything ok fellow Pokemon?",2021-09-19 20:28:16,1439687810785714178,loftsryan01,,0,0,en,Twitter for Android," Sparky :Let me just get my camping stuff fellow Pokemon.
* Sparky goes gets it *
Spark :So everything ok fellow Pokemon?",0.5,0.5
193,RT @seunggyutie: Newkidd as Pokemon Battle Revolution gifs: A thread https://t.co/jaThyoStX7,2021-09-19 20:28:16,1439687809351266307,uwulec,,3,0,en,Twitter for Android,: Newkidd as Pokemon Battle Revolution gifs: A thread ,0.0,0.0
194,"RT @Zeenotzed1: damn, Pokemon Unite rlly gotta do me like that https://t.co/LEdN2E5AHG",2021-09-19 20:28:13,1439687796848046081,Zeenotzed1,Hell,1,0,en,Twitter for Android,": damn, Pokemon Unite rlly gotta do me like that ",0.0,0.0
195,"@HornyNocturne It's like asking who's that pokemon!

It's aa..... ROBO CAT GIRL!",2021-09-19 20:28:12,1439687790938279942,Robo_Pussy,,0,1,en,Twitter for Android," It's like asking who's that pokemon!

It's aa..... ROBO CAT GIRL!",0.0,0.0
196,"damn, Pokemon Unite rlly gotta do me like that https://t.co/LEdN2E5AHG",2021-09-19 20:28:09,1439687781836627974,Zeenotzed1,Hell,1,0,en,Twitter for Android,"damn, Pokemon Unite rlly gotta do me like that ",0.0,0.0
197,"My husband was all too happy to drive to the grocery store today, and I just realized it’s because POKÉMON GO IS HAVING AN EVENT.",2021-09-19 20:28:08,1439687777012969474,morgan__gomez,"California, USA",0,0,en,Twitter for iPhone,"My husband was all too happy to drive to the grocery store today, and I just realized it’s because POKÉMON GO IS HAVING AN EVENT.",1.0,0.8
198,"RT @mars_miner: Commission from Meow.
#pokemon #meowstic https://t.co/K3qhy1W8RV",2021-09-19 20:28:07,1439687773133344771,NishandledtheM,,2,0,en,Twitter Web App,"_miner: Commission from Meow.
pokemon meowstic ",0.0,0.0
199,"At some point imma have to buck up and ask some people for help with these last Pokemon that evolve by trading or are shield specific.

But that's a last resort.",2021-09-19 20:28:04,1439687756989538304,alexeidisc,,0,0,en,Twitter for Android,"At some point imma have to buck up and ask some people for help with these last Pokemon that evolve by trading or are shield specific.

But that's a last resort.",0.0861111111111111,0.0
200,RT @henryvargasart: Oshawott 🐚 Pokemon GO Community Day https://t.co/odHEPPVZIe,2021-09-19 20:28:03,1439687753399164929,capvictor_,,387,0,en,Twitter for Android,: Oshawott 🐚 Pokemon GO Community Day ,0.0,0.0
201,"@EelektrosSpheal Pokémon X &amp; Y never got a director’s cut like the other games. Pokémon Z would’ve been the one for X/Y. Instead, we got remakes of Ruby &amp; Sapphire then the release of Sun &amp; Moon.",2021-09-19 20:28:00,1439687740212273156,AarontheWise,,0,1,en,Twitter for iPhone," Pokémon X &amp; Y never got a director’s cut like the other games. Pokémon Z would’ve been the one for X/Y. Instead, we got remakes of Ruby &amp; Sapphire then the release of Sun &amp; Moon.",0.375,-0.125
202,"The big moment in Promare. Whole audience went insane. Or the opening moments in Pokémon: I Choose You! The whole audience launched into the theme song too, it was magic. https://t.co/oyuBmPXwlE",2021-09-19 20:27:58,1439687734902153219,steph_o_dell,"Los Angeles, CA",0,0,en,Twitter for iPhone,"The big moment in Promare. Whole audience went insane. Or the opening moments in Pokémon: I Choose You! The whole audience launched into the theme song too, it was magic. ",0.58,-0.020000000000000018
203,I was able to snag a shiny Samurott today. #PokemonGOCommunityDay @Pokemon https://t.co/wCANsO1xkp,2021-09-19 20:27:57,1439687728514359301,StayYourBlade,"Ohio, USA",0,0,en,Twitter for iPhone,I was able to snag a shiny Samurott today. PokemonGOCommunityDay  ,0.625,0.5
204,"@Pokemon We want New Pokemon Stadium.
Call me back.",2021-09-19 20:27:56,1439687727348391941,PaintItBlues,,0,0,en,Twitter for iPhone," We want New Pokemon Stadium.
Call me back.",0.22727272727272727,0.06818181818181818
205,"RT @Spiffieyy: 🎃GIVEAWAY🎃
If you want to win 1 CUSTOM emote make sure to:
⭐️FOLLOW me &amp;
⭐️RETWEET this tweet 
I'll roll 5 random winners on…",2021-09-19 20:27:55,1439687721140822021,KillerApp23,Indiana,8,0,en,Twitter Web App,": 🎃GIVEAWAY🎃
If you want to win 1 CUSTOM emote make sure to:
⭐️FOLLOW me &amp;
⭐️RETWEET this tweet 
I'll roll 5 random winners on…",0.5962962962962962,0.26666666666666666
206,RT @JonkusPKMN: Just lost a game where my opponent got around 30+ free turn from sneaking in a move every time while denying all of my fast…,2021-09-19 20:27:54,1439687715939827715,harbringer89,"Bydgoszcz, Polska",5,0,en,Twitter for Android,: Just lost a game where my opponent got around 30+ free turn from sneaking in a move every time while denying all of my fast…,0.6000000000000001,0.0
207,"RT @DonnnySins: SOUND THE ALARM
GIVEAWAY ALERT!

To Win:

Follow Me.
Like The Tweet.
Retweet The Tweet.
Tag 2+ Eevee Lovers.
Tell Me Your F…",2021-09-19 20:27:52,1439687708448894982,TylerMitton135,,271,0,en,Twitter Web App,": SOUND THE ALARM
GIVEAWAY ALERT!

To Win:

Follow Me.
Like The Tweet.
Retweet The Tweet.
Tag 2+ Eevee Lovers.
Tell Me Your F…",0.4,0.65
208,"RT @aDrive_tK: 🚨GRADED ALT ART DRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and @tgacards
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",2021-09-19 20:27:52,1439687707240828929,MassShahar,,857,0,en,Twitter Web App,"_tK: 🚨GRADED ALT ADRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and 
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",0.0,0.0
209,i play pokemon go everyday i play pokemon goooooo https://t.co/pa8cs0wQS6,2021-09-19 20:27:48,1439687693370372098,EL_P0TR0,♡n³.m².d².j².c.l.h.v.e.a.b.k♡,0,0,en,Twitter Web App,i play pokemon go everyday i play pokemon goooooo ,0.6,-0.2
210,"RT @kelvin_trainerk: We are 2 months away from #PokemonBrilliantDiamondShiningPearl! 😍
Who's excited!? ✋

Hope you enjoy this art! RTs are…",2021-09-19 20:27:48,1439687692619599872,SmileArtsWorld,,156,0,en,Twitter for iPhone,"_trainerk: We are 2 months away from PokemonBrilliantDiamondShiningPearl! 😍
Who's excited!? ✋

Hope you enjoy this art! RTs are…",0.625,0.484375
211,@KamexVGM KAMEX! Use Watergun! Oops. Ahem. Kamex! Use Frostbite! (Sorry i couldn't resist to make a pokémon reference),2021-09-19 20:27:47,1439687687280201729,patrycel2000,,0,0,en,Twitter for Android, KAMEX! Use Watergun! Oops. Ahem. Kamex! Use Frostbite! (Sorry i couldn't resist to make a pokémon reference),1.0,-0.5
212,RT @henryvargasart: Oshawott 🐚 Pokemon GO Community Day https://t.co/odHEPPVZIe,2021-09-19 20:27:47,1439687686051278850,TuokoLycan,USA,387,0,en,Twitter for Android,: Oshawott 🐚 Pokemon GO Community Day ,0.0,0.0
213,"RT @MartaDe72797055: My bby.

#sylveon #cute #cutebby #smol #digitalart #pokemon #pokemonart https://t.co/wD0PloMkcc",2021-09-19 20:27:46,1439687682007834625,AlanAkaBomb,"California, USA",119,0,en,Twitter for Android,": My bby.

sylveon cute cutebby smol digitalart pokemon pokemonart ",1.0,0.5
214,RT @maddestmao: it marnie pokemon https://t.co/0T89nyUAWE,2021-09-19 20:27:44,1439687676974743552,gothicnanner,,648,0,en,Twitter Web App,: it marnie pokemon ,0.0,0.0
215,"RT @DonnnySins: SOUND THE ALARM
GIVEAWAY ALERT!

To Win:

Follow Me.
Like The Tweet.
Retweet The Tweet.
Tag 2+ Eevee Lovers.
Tell Me Your F…",2021-09-19 20:27:44,1439687675678691336,TravisStamper8,"Charleston, WV",271,0,en,Twitter Web App,": SOUND THE ALARM
GIVEAWAY ALERT!

To Win:

Follow Me.
Like The Tweet.
Retweet The Tweet.
Tag 2+ Eevee Lovers.
Tell Me Your F…",0.4,0.65
216,RT @rpgfancom: 15 years ago #Pokemon Mystery Dungeon first put its roguelike spin on the series with Red/Blue Rescue Team on #GBA/#Nintendo…,2021-09-19 20:27:42,1439687668367982594,eordaz111,,38,0,en,Twitter for iPhone,: 15 years ago Pokemon Mystery Dungeon first put its roguelike spin on the series with Red/Blue Rescue Team on GBA/Nintendo…,0.3333333333333333,0.25
217,"RT @FrappeFizzy: Happy #PokemonGOCommunityDay !! how many shiny Oshawott have you caught so far?!

#Oshawott #Pokemon https://t.co/dfyvCNZy…",2021-09-19 20:27:42,1439687666396708873,SparkingCosmics,Read pinned BYF! (CT),14,0,en,Twitter for iPhone,": Happy PokemonGOCommunityDay !! how many shiny Oshawott have you caught so far?!

Oshawott Pokemon ",0.8333333333333334,0.5416666666666666
218,"RT @mitaknight_: Ahoy mateys! Did ye know that in terms o' plunderin' the seven seas, Vaporeon be the finest Pokémon fer sailers? Not only…",2021-09-19 20:27:40,1439687657764839437,tsunderecat413,land of fandoms and trash,94,0,en,Twitter for Android,"_: Ahoy mateys! Did ye know that in terms o' plunderin' the seven seas, Vaporeon be the finest Pokémon fer sailers? Not only…",0.0,0.0
219,"@CaptnHurricane No, but there aren't many ice cream pokemon either KD",2021-09-19 20:27:40,1439687656485445634,KululinVR,,0,1,en,Twitter Web App," No, but there aren't many ice cream pokemon either KD",0.5,0.5
220,RT @AjentVee: First Shiny Pokemon in the new place!! 😭♥️✨ https://t.co/gwIlpvsBh1,2021-09-19 20:27:36,1439687640996098052,EeveeTheDragon,,1,0,en,Twitter Web App,: First Shiny Pokemon in the new place!! 😭♥️✨ ,0.3939393939393939,0.23153409090909088
221,"RT @Bulbapedia: 14 years ago today, ""Pokémon: Lucario and the Mystery of Mew"" (M08) was first released in North America! 
It is the third A…",2021-09-19 20:27:34,1439687632330625034,eljotomexicano,Your dads house ,125,0,en,Twitter for iPhone,": 14 years ago today, ""Pokémon: Lucario and the Mystery of Mew"" (M08) was first released in North America! 
It is the third A…",0.16666666666666666,0.15625
222,"It's BeerDad's (half) Birthday! It is also JadeFox's ACTUAL Birthday and we are celebrating by hunting Zorua! Come wish them an AWESOME birthday!

https://t.co/ZixrEKaKb2

#Pokemon #twitchstreaming #streaming #Livestream #smallstreamers #birthday #LIVE #shinypokemon #beer",2021-09-19 20:27:32,1439687625074425862,BeerDadGamer,"Statesville, NC",1,1,en,Twitter Web App,"It's BeerDad's (half) Birthday! It is also JadeFox's ACTUAL Birthday and we are celebrating by hunting Zorua! Come wish them an AWESOME birthday!



Pokemon twitchstreaming streaming Livestream smallstreamers birthday LIVE shinypokemon beer",0.44166666666666665,0.23200757575757577
223,RT @henryvargasart: Oshawott 🐚 Pokemon GO Community Day https://t.co/odHEPPVZIe,2021-09-19 20:27:32,1439687623702982661,EricSaid14,,387,0,en,Twitter Web App,: Oshawott 🐚 Pokemon GO Community Day ,0.0,0.0
224,@tech_nodrome I understood haha well Pokemon center had plush keychains I guess haha,2021-09-19 20:27:31,1439687619995062273,crimsonwollf,,0,0,en,Twitter for iPhone,_nodrome I understood haha well Pokemon center had plush keychains I guess haha,0.2333333333333333,0.10000000000000002
225,RT @WolfeyGlick: I'm looking for someone with a really deep knowledge of Pokemon lore (especially wrt the anime) to help on a video! DM if…,2021-09-19 20:27:30,1439687617872793601,Miisan_SSBU,,8,0,en,Twitter for iPhone,: I'm looking for someone with a really deep knowledge of Pokemon lore (especially wrt the anime) to help on a video! DM if…,0.7,0.0
226,pan plusle,2021-09-19 20:27:29,1439687611912753152,lgbt_pokemon,galar,0,0,en,trans_pokemon,pan plusle,0.0,0.0
227,"@howiegoldfarb @jowyang @veve_official just spreading fud to buy more. when a.r. glasses come out it's going to be a game changer.   if a pokemon card can be worth a million bucks just imagine what a animated life size character can be worth . stop with your fud. you know it's real, that's why you're commenting.",2021-09-19 20:27:28,1439687608775286786,GreatMyrtle,,0,0,en,Twitter Web App,"  _official just spreading fud to buy more. when a.r. glasses come out it's going to be a game changer.   if a pokemon card can be worth a million bucks just imagine what a animated life size character can be worth . stop with your fud. you know it's real, that's why you're commenting.",0.28,0.18
228,"Let's be friends in Pokémon GO! 
My Trainer Code is
2997 9399 7694
from JAPAN Tokyo

Azelf
Mesprit
please！！！

#PokemonGO
#PokemonGOfriends",2021-09-19 20:27:28,1439687607529574401,__ruiza__,東京 新宿区,0,0,en,Twitter for Android,"Let's be friends in Pokémon GO! 
My Trainer Code is
2997 9399 7694
from JAPAN Tokyo

Azelf
Mesprit
please！！！

PokemonGO
PokemonGOfriends",0.0,0.0
229,"Gardevoir battling Araquanid and her Dewpider offspring to shore up Aeos Energy for the last-minute score.

#Pokemon #PokemonUNITE #NintendoSwitch https://t.co/V11xEP92bX",2021-09-19 20:27:27,1439687603192619012,Ryan_AM117,"North Carolina, USA",0,0,en,Nintendo Switch Share,"Gardevoir battling Araquanid and her Dewpider offspring to shore up Aeos Energy for the last-minute score.

Pokemon PokemonUNITE NintendoSwitch ",0.0,0.0
230,RT @Pokemon: Hope you're stocked up on potions! 😫 https://t.co/s77krns4mO,2021-09-19 20:27:26,1439687600437141505,SalamiLucarioYT,USA,602,0,en,Twitter for iPhone,: Hope you're stocked up on potions! 😫 ,0.0,0.0
231,"I'm obsessed with Death Note and Pokémon. I'm also obsessed with Inuyasha, Chobits and Angel beats.",2021-09-19 20:27:24,1439687592824356864,EmiliaBot6,England!,0,0,en,twittbot.net,"I'm obsessed with Death Note and Pokémon. I'm also obsessed with Inuyasha, Chobits and Angel beats.",1.0,-0.5
232,"RT @GlaxonXIII: 🎊POKÉMON CELEBRATIONS ETB GIVEAWAY! 🎊

To enter:
♻️RT this post
🤝Follow me: @GlaxonXIII 
👥Tag a friend in the replies

Winn…",2021-09-19 20:27:24,1439687592484683780,Sanfranb27,,540,0,en,Twitter for iPhone,": 🎊POKÉMON CELEBRATIONS ETB GIVEAWAY! 🎊

To enter:
♻️this post
🤝Follow me:  
👥Tag a friend in the replies

Winn…",0.0,0.0
233,making a pokemon conquest rom hack,2021-09-19 20:27:24,1439687590911881221,MinAlramal,shit,0,1,en,Twitter Web App,making a pokemon conquest rom hack,0.0,0.0
234,"RT @aDrive_tK: 🚨GRADED ALT ART DRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and @tgacards
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",2021-09-19 20:27:19,1439687568908435460,SneakyKitty9,,857,0,en,Twitter for Android,"_tK: 🚨GRADED ALT ADRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and 
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",0.0,0.0
235,#anipoke Word Search - Pokemon Gold Collector's Guide 2000 https://t.co/UJwB1o8EIX,2021-09-19 20:27:17,1439687562742874114,Munchlax_x,,0,0,en,Twitter Web App,anipoke Word Search - Pokemon Gold Collector's Guide 2000 ,0.0,0.0
236,"One of the most problematic Pokemon ever. Last year in my most recent HeartGold playthrough, I evolved Muscle the Machop into a Machamp, so I could annihilate Whitney's Miltank. https://t.co/fjkuhtD1cG",2021-09-19 20:27:10,1439687533944844298,StarWarsFan_327,,0,2,en,Twitter for Android,"One of the most problematic Pokemon ever. Last year in my most recent HeartGold playthrough, I evolved Muscle the Machop into a Machamp, so I could annihilate Whitney's Miltank. ",0.32916666666666666,0.25
237,"RT @Sylfeanne: 💖✨my first #adoptables pokemon set! ✨💖
Flat color for a very low price, as promised ^^
September theme: inari
dm/comment to…",2021-09-19 20:27:08,1439687522389569539,artbymatchapom,norwegian teacup,7,0,en,Twitter for Android,": 💖✨my first adoptables pokemon set! ✨💖
Flat color for a very low price, as promised ^^
September theme: inari
dm/comment to…",0.2827777777777778,0.09583333333333333
238,"I'm excited for this upcoming Wednesday.

I'm gonna debut to Pokemon Unite.",2021-09-19 20:27:07,1439687518543179787,terragokyle,"British Columbia , Canada",0,0,en,Twitter for Android,"I'm excited for this upcoming Wednesday.

I'm gonna debut to Pokemon Unite.",0.75,0.375
239,RT @seunggyutie: Newkidd as Pokemon Battle Revolution gifs: A thread https://t.co/jaThyoStX7,2021-09-19 20:27:05,1439687510838308865,dwaekk,,3,0,en,Twitter for iPhone,: Newkidd as Pokemon Battle Revolution gifs: A thread ,0.0,0.0
240,Pokemon Sun &amp; Moon and Evolving skies opening!!! https://t.co/QQV9rtkr11 via @YouTube @Pokemon,2021-09-19 20:27:02,1439687499597684741,Christo52898405,,0,1,en,Twitter for iPhone,Pokemon Sun &amp; Moon and Evolving skies opening!!!  via  ,0.0,0.0
241,what do u do when ur pokémon is exhibiting artificial homosexual behaviour can nurse joy fix this,2021-09-19 20:27:00,1439687492601462788,yvesfan420,she/they,0,7,en,Twitter for iPhone,what do u do when ur pokémon is exhibiting artificial homosexual behaviour can nurse joy fix this,0.6,0.10000000000000003
242,"RT @PokeliYT: Pokémon anime reference in Pokémon games are done.
At least found ~96 reference from the game that refer many time the anime.…",2021-09-19 20:27:00,1439687492282851328,BornoBio,The United States of America,31,0,en,Twitter for Android,": Pokémon anime reference in Pokémon games are done.
At least found ~96 reference from the game that refer many time the anime.…",0.43333333333333335,-0.06666666666666665
243,"RT @_lilnoot: im seriously so proud of this recent commission 😭💙

it was my first time doing such a detailed interior background. im really…",2021-09-19 20:27:00,1439687491854942211,_lilnoot,☆ @NummyNoodles_,35,0,en,Twitter Web App,"@_lilnoot: im seriously so proud of this recent commission 😭💙

it was my first time doing such a detailed interior background. im really…",0.5666666666666667,0.29000000000000004
244,"@Milamon18 Hi. We have been friend in Pokémon GO for a long time. My trainer’s name is TakaHERO.

Please invite me for  Mesprit when I'm online. I can invite you to Uxie.",2021-09-19 20:26:57,1439687479565582339,rupin5075,,0,0,en,Twitter for iPhone," Hi. We have been friend in Pokémon GO for a long time. My trainer’s name is TakaHERO.

Please invite me for  Mesprit when I'm online. I can invite you to Uxie.",0.4,-0.05
245,"RT @Sylfeanne: 💖✨my first #adoptables pokemon set! ✨💖
Flat color for a very low price, as promised ^^
September theme: inari
dm/comment to…",2021-09-19 20:26:54,1439687464579436547,AdoptBot,,7,0,en,AdoptBot,": 💖✨my first adoptables pokemon set! ✨💖
Flat color for a very low price, as promised ^^
September theme: inari
dm/comment to…",0.2827777777777778,0.09583333333333333
246,"RT @MartaDe72797055: My bby.

#sylveon #cute #cutebby #smol #digitalart #pokemon #pokemonart https://t.co/wD0PloMkcc",2021-09-19 20:26:53,1439687460984803338,PeriInklings,"California, USA",119,0,en,Twitter for iPhone,": My bby.

sylveon cute cutebby smol digitalart pokemon pokemonart ",1.0,0.5
247,RT @MegamanUMX: X - Dialga Armor. #Pokemon and #MegamanX crossover. https://t.co/AKC9KzmNAK,2021-09-19 20:26:48,1439687440382447618,Nacholacalaca22,,199,0,en,Twitter Web App,: X - Dialga Armor. Pokemon and MegamanX crossover. ,0.0,0.0
248,RT @SerenaAhmed14: Every time a past companion met Ash again in JN #Anipoke #Pokemon https://t.co/Mr6pvxQAq8,2021-09-19 20:26:47,1439687435080851460,SmileArtsWorld,,94,0,en,Twitter for iPhone,: Every time a past companion met Ash again in JN Anipoke Pokemon ,0.25,-0.25
249,RT @henryvargasart: Oshawott 🐚 Pokemon GO Community Day https://t.co/odHEPPVZIe,2021-09-19 20:26:45,1439687427669508104,Nik13998217,,387,0,en,Twitter for Android,: Oshawott 🐚 Pokemon GO Community Day ,0.0,0.0
250,"I finally got my hands on this game ( I know I am late)
https://t.co/gZO5EfUjIg via @YouTube #PokemonLetsGoEevee #Pokemon #Eevee",2021-09-19 20:26:43,1439687417968140291,Fr0stym3nAdv,United States,0,1,en,Twitter Web App,"I finally got my hands on this game ( I know I am late)
 via  PokemonLetsGoEevee Pokemon Eevee",0.6666666666666666,-0.2333333333333333
251,RT @Pokemon: Hope you're stocked up on potions! 😫 https://t.co/s77krns4mO,2021-09-19 20:26:42,1439687413840875526,yahmandu,Nanba Prison,602,0,en,Twitter for Android,: Hope you're stocked up on potions! 😫 ,0.0,0.0
252,RT @MegamanUMX: X - Dialga Armor. #Pokemon and #MegamanX crossover. https://t.co/AKC9KzmNAK,2021-09-19 20:26:41,1439687410842054657,CristianGlup,,199,0,en,Twitter for Android,: X - Dialga Armor. Pokemon and MegamanX crossover. ,0.0,0.0
253,RT @AlexDaniels070: Did you know? ECOMI NFT held an interview with their CEO @DavidYuNZ and Head of Licensing Al Kahn in which it was casua…,2021-09-19 20:26:40,1439687406320558081,suhail_dada,donthugmeimscared,3,0,en,Twitter for Android,: Did you know? ECOMI NFT held an interview with their CEO  and Head of Licensing Al Kahn in which it was casua…,0.0,0.0
254,RT @henryvargasart: Oshawott 🐚 Pokemon GO Community Day https://t.co/odHEPPVZIe,2021-09-19 20:26:35,1439687384749117440,PeriInklings,"California, USA",387,0,en,Twitter for iPhone,: Oshawott 🐚 Pokemon GO Community Day ,0.0,0.0
255,don’t ask but left d-pad and b increases your chances of catching the pokémon,2021-09-19 20:26:34,1439687382769405953,rainsdeaf,FL,0,0,en,Twitter for iPhone,don’t ask but left d-pad and b increases your chances of catching the pokémon,0.45,0.3
256,RT @maddestmao: it marnie pokemon https://t.co/0T89nyUAWE,2021-09-19 20:26:32,1439687373638492161,ciacrosys,,648,0,en,Twitter for iPhone,: it marnie pokemon ,0.0,0.0
257,"RT @therevd0g: Fuck pokemon, digimon said “dress up Agumon like Call of Duty lol”",2021-09-19 20:26:32,1439687372661301248,poopnutz10,i love enrique,1,0,en,Twitter for iPhone,": Fuck pokemon, digimon said “dress up Agumon like Call of Duty lol”",0.6499999999999999,0.2
258,it's Pokemon go community day,2021-09-19 20:26:31,1439687370815811590,Tob3ys,18 he/him and shit ♓️,0,0,en,Twitter for iPhone,it's Pokemon go community day,0.0,0.0
259,RT @henryvargasart: Oshawott 🐚 Pokemon GO Community Day https://t.co/odHEPPVZIe,2021-09-19 20:26:31,1439687367674118144,dhamaphorn,カーニヴァル,387,0,en,Twitter for iPad,: Oshawott 🐚 Pokemon GO Community Day ,0.0,0.0
260,"RT @EelektrosSpheal: I CANNOT EXPRESS MYSELF ENOUGH WHEN I SAY POKÉMON X AND Y WERE THE BEST GAMES EVER CREATED, I HAVE NEVER FELT SO FUCKI…",2021-09-19 20:26:30,1439687364172001286,hiturr1,,45,0,en,Twitter for iPhone,": I CANNOT EXPRESS MYSELF ENOUGH WHEN I SAY POKÉMON X AND Y WERE THE BEST GAMES EVER CREATED, I HAVE NEVER FELT SO FUCKI…",0.4,0.5
261,RT @munespice: little guys #Pokemon https://t.co/Brwz5328nv,2021-09-19 20:26:28,1439687355837857798,elyveon,Abandoned Thrifty Megamart,210,0,en,Twitter for iPhone,: little guys Pokemon ,0.5,-0.1875
262,@lady_harpo @HarpoBot Having a kid made it easier - i could just wear some Pokémon themed cape or cloak ir dress up as Finn from adventure time(my fave!) and call it a day,2021-09-19 20:26:26,1439687347042455555,juliebeth,austin,0,1,en,Twitter for iPhone,_harpo  Having a kid made it easier - i could just wear some Pokémon themed cape or cloak ir dress up as Finn from adventure time(my fave!) and call it a day,0.0,0.0
263,i have such bad lucky finding shiny pokémon,2021-09-19 20:26:19,1439687319695495169,latelydoie,22,0,0,en,Twitter Web App,i have such bad lucky finding shiny pokémon,0.6666666666666666,-0.12222222222222218
264,"RT @aDrive_tK: 🚨GRADED ALT ART DRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and @tgacards
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",2021-09-19 20:26:19,1439687317640318983,Siezaboo,,857,0,en,Twitter for iPhone,"_tK: 🚨GRADED ALT ADRAGONITE V GIVEAWAY!🚨

🎊Winner chosen 9/22
🐦Follow me and 
♻️Retweet
💕Tag a Friend

✨GOOD LUCK!✨…",0.0,0.0
265,I want a Pokémon tattoo and I don’t give a darn. I’m a bisexual. I can do what I want.,2021-09-19 20:26:18,1439687314524065801,kittycatqueen15,,0,1,en,Twitter for iPhone,I want a Pokémon tattoo and I don’t give a darn. I’m a bisexual. I can do what I want.,0.0,0.0
266,RT @henryvargasart: Oshawott 🐚 Pokemon GO Community Day https://t.co/odHEPPVZIe,2021-09-19 20:26:17,1439687308568055815,_Phoox_,Twinleaf Town,387,0,en,Twitter for Android,: Oshawott 🐚 Pokemon GO Community Day ,0.0,0.0
267,RT @munespice: little guys #Pokemon https://t.co/Brwz5328nv,2021-09-19 20:26:15,1439687303153295366,polkychu,🇫🇷 | she/her | 26,210,0,en,Twitter for Android,: little guys Pokemon ,0.5,-0.1875
268,A few days until Pokemon Unite releases on Android and I can't sleep cause I'm so excited!,2021-09-19 20:26:15,1439687302792495107,AttractionMania,,0,0,en,Twitter for Android,A few days until Pokemon Unite releases on Android and I can't sleep cause I'm so excited!,0.425,0.134375
269,The land...or the sea... Humans...or Pokémon... When we sought to bring happiness to only one... we nearly destroyed both. Now the world's balance is restored to its natural state. Perhaps this is the time we must reconsider our ideals... Do you not agree? Archie...,2021-09-19 20:26:14,1439687298149388297,riiftwalker,,0,0,en,"Cheap Bots, Done Quick!",The land...or the sea... Humans...or Pokémon... When we sought to bring happiness to only one... we nearly destroyed both. Now the world's balance is restored to its natural state. Perhaps this is the time we must reconsider our ideals... Do you not agree? Archie...,0.5,0.22499999999999998
270,update the pokemon oreos are worth it https://t.co/HfsR4G5tcy,2021-09-19 20:26:12,1439687288439648262,_madisonjasso,"New York, USA",0,0,en,Twitter for iPhone,update the pokemon oreos are worth it ,0.1,0.3
